      1,          -2.,           0.,        0.147
      2,          -1.,          -1.,        0.147
      3,           0.,           0.,        0.147
      4,          -1.,           1.,        0.147
      5,          -3.,           1.,        0.147
      6,          -2.,           2.,        0.147
      7,          -3.,          -1.,        0.147
      8,          -2.,          -2.,        0.147
      9,           1.,           1.,        0.147
     10,           0.,           2.,        0.147
     11,           0.,          -2.,        0.147
     12,           1.,          -1.,        0.147
     13,          -1.,           3.,        0.147
     14,          -4.,           2.,        0.147
     15,          -3.,           3.,        0.147
     16,          -4.,           0.,        0.147
     17,          -4.,          -2.,        0.147
     18,          -3.,          -3.,        0.147
     19,          -1.,          -3.,        0.147
     20,           1.,          -3.,        0.147
     21,           2.,          -2.,        0.147
     22,           2.,           2.,        0.147
     23,           1.,           3.,        0.147
     24,           2.,           0.,        0.147
     25,           0.,           4.,        0.147
     26,          -2.,           4.,        0.147
     27,          -5.,           3.,        0.147
     28,          -4.,           4.,        0.147
     29,          -5.,           1.,        0.147
     30,          -5.,          -1.,        0.147
     31,          -5.,          -3.,        0.147
     32,          -4.,          -4.,        0.147
     33,          -2.,          -4.,        0.147
     34,           0.,          -4.,        0.147
     35,           2.,          -4.,        0.147
     36,           3.,          -3.,        0.147
     37,           3.,          -1.,        0.147
     38,           3.,           3.,        0.147
     39,           2.,           4.,        0.147
     40,           3.,           1.,        0.147
     41,           1.,           5.,        0.147
     42,          -1.,           5.,        0.147
     43,          -3.,           5.,        0.147
     44,          -6.,           4.,        0.147
     45,          -5.,           5.,        0.147
     46,          -6.,           2.,        0.147
     47,          -6.,           0.,        0.147
     48,          -6.,          -2.,        0.147
     49,          -6.,          -4.,        0.147
     50,          -5.,          -5.,        0.147
     51,          -3.,          -5.,        0.147
     52,          -1.,          -5.,        0.147
     53,           1.,          -5.,        0.147
     54,           3.,          -5.,        0.147
     55,           4.,          -4.,        0.147
     56,           4.,          -2.,        0.147
     57,           4.,           0.,        0.147
     58,           4.,           4.,        0.147
     59,           3.,           5.,        0.147
     60,           4.,           2.,        0.147
     61,           2.,           6.,        0.147
     62,           0.,           6.,        0.147
     63,          -2.,           6.,        0.147
     64,          -4.,           6.,        0.147
     65,          -7.,           5.,        0.147
     66,          -6.,           6.,        0.147
     67,          -7.,           3.,        0.147
     68,          -7.,           1.,        0.147
     69,          -7.,          -1.,        0.147
     70,          -7.,          -3.,        0.147
     71,          -7.,          -5.,        0.147
     72,          -6.,          -6.,        0.147
     73,          -4.,          -6.,        0.147
     74,          -2.,          -6.,        0.147
     75,           0.,          -6.,        0.147
     76,           2.,          -6.,        0.147
     77,           4.,          -6.,        0.147
     78,           5.,          -5.,        0.147
     79,           5.,          -3.,        0.147
     80,           5.,          -1.,        0.147
     81,           5.,           1.,        0.147
     82,           5.,           5.,        0.147
     83,           4.,           6.,        0.147
     84,           5.,           3.,        0.147
     85,           3.,           7.,        0.147
